user_id,rest_id,cost,rating,location
U0492,R6302,200,5,"Kammanahalli, Bangalore"
U0333,R6172,200,3,"Nagawara, Bangalore"
U0122,R0538,300,5,"Koramangala 1st Block, Bangalore"
U0521,R8490,100,3,"Rajajinagar, Bangalore"
U0689,R3331,200,2,"HSR, Bangalore"
U0783,R0461,800,1,"Thippasandra, Bangalore"
U0536,R8729,800,1,"Whitefield, Bangalore"
U0501,R1284,900,1,"Whitefield, Bangalore"
U0972,R7131,400,4,"Electronic City, Bangalore"
U0659,R4810,300,2,"Koramangala 8th Block, Bangalore"
U0844,R1929,200,3,"Whitefield, Bangalore"
U0892,R7272,700,5,"Electronic City, Bangalore"
U0705,R8181,1000,2,"Banashankari, Bangalore"
U0133,R8041,100,1,"Jeevan Bhima Nagar, Bangalore"
U0501,R1872,300,1,"Radisson Blu, Marathahalli, Bangalore"
U0111,R5148,700,4,"Basaveshwara Nagar, Bangalore"
U0279,R7235,400,3,"Electronic City, Bangalore"
U0992,R8859,800,1,"Frazer Town, Bangalore"
U0814,R0608,900,5,"Indiranagar, Bangalore"
U0857,R0434,200,4,"Indiranagar, Bangalore"
U0232,R2156,800,1,"Whitefield, Bangalore"
U0298,R7501,900,4,"New BEL Road, Bangalore"
U0934,R3429,1000,2,"Jayanagar, Bangalore"
U0909,R4055,700,2,"Kanakapura Road, Bangalore"
U0896,R7914,1000,1,"Yeshwantpur, Bangalore"
U0473,R7988,200,1,"Frazer Town, Bangalore"
U0458,R5778,900,1,"BTM, Bangalore"
U0389,R8019,900,3,"Old Airport Road, Bangalore"
U0322,R4596,1000,5,"Brigade Road, Bangalore"
U0743,R3387,100,2,"JP Nagar, Bangalore"
U0437,R1172,1000,1,"Marathahalli, Bangalore"
U0316,R1442,100,5,"Whitefield, Bangalore"
U0053,R4715,600,5,"Malleshwaram, Bangalore"
U0169,R1850,700,3,"Whitefield, Bangalore"
U0332,R1334,900,2,"HSR, Bangalore"
U0036,R6667,900,4,"Bommasandra, Bangalore"
U0024,R2805,1000,1,"Bangalore Central, Bellandur, Bangalore"
U0337,R4131,500,4,"Kumaraswamy Layout, Bangalore"
U0022,R3672,900,4,"JP Nagar, Bangalore"
U0327,R1338,400,4,"HSR, Bangalore"
U0231,R4102,800,4,"Bannerghatta Road, Bangalore"
U0166,R8237,400,4,"Basavanagudi, Bangalore"
U0678,R6931,800,4,"Electronic City, Bangalore"
U0906,R4104,200,5,"BTM, Bangalore"
U0993,R6497,300,4,"Banaswadi, Bangalore"
U0181,R1387,200,1,"Marathahalli, Bangalore"
U0476,R8104,100,2,"Basavanagudi, Bangalore"
U0297,R2314,400,3,"Hosur Road, Bangalore"
U0640,R6093,700,4,"HBR Layout, Bangalore"
U0476,R6565,600,3,"Electronic City, Bangalore"
U0382,R4922,300,1,"New BEL Road, Bangalore"
U0755,R1865,900,3,"Whitefield, Bangalore"
U0576,R7734,300,3,"Sadashiv Nagar, Bangalore"
U0861,R1318,300,2,"Whitefield, Bangalore"
U0965,R4701,200,2,"Vasanth Nagar, Bangalore"
U0815,R8127,500,2,"Banashankari, Bangalore"
U0054,R1853,500,4,"Whitefield, Bangalore"
U0627,R7913,100,2,"Koramangala 7th Block, Bangalore"
U0824,R4845,500,4,"Rajajinagar, Bangalore"
U0925,R6792,200,5,"Electronic City, Bangalore"
U0224,R0343,800,3,"St. Marks Road, Bangalore"
U0643,R4755,500,2,"Malleshwaram, Bangalore"
U0183,R5670,400,4,"Old Airport Road, Bangalore"
U0628,R0105,1000,5,"Indiranagar, Bangalore"
U0507,R7325,1000,1,"Bommanahalli, Bangalore"
U0272,R1796,300,4,"Marathahalli, Bangalore"
U0395,R0431,500,3,"Marathahalli, Bangalore"
U0705,R2755,100,2,"BTM, Bangalore"
U0538,R3926,400,3,"Kumaraswamy Layout, Bangalore"
U0004,R1522,500,4,"Forum Shantiniketan Mall, Whitefield, Bangalore"
U0416,R2920,200,2,"JP Nagar, Bangalore"
U0744,R3403,500,5,"Banashankari, Bangalore"
U0303,R0140,900,1,"St. Marks Road, Bangalore"
U0989,R0412,700,4,"Indiranagar, Bangalore"
U0989,R7295,300,4,"Bannerghatta Road, Bangalore"
U0500,R6859,1000,1,"Electronic City, Bangalore"
U0859,R1526,400,2,"KR Puram, Bangalore"
U0247,R2021,600,4,"Marathahalli, Bangalore"
U0799,R7732,800,3,"Jalahalli, Bangalore"
U0088,R5960,700,2,"Kammanahalli, Bangalore"
U0494,R7035,400,2,"Electronic City, Bangalore"
U0346,R2043,1000,1,"Marathahalli, Bangalore"
U0010,R3648,1000,5,"Bannerghatta Road, Bangalore"
U0373,R2511,500,5,"Koramangala 7th Block, Bangalore"
U0433,R6959,100,1,"Electronic City, Bangalore"
U0412,R3819,200,4,"BTM, Bangalore"
U0100,R1415,500,4,"Marathahalli, Bangalore"
U0140,R7889,300,4,"Sahakara Nagar, Bangalore"
U0659,R5252,400,2,"New BEL Road, Bangalore"
U0094,R4869,100,4,"Vasanth Nagar, Bangalore"
U0278,R5309,800,2,"New BEL Road, Bangalore"
U0786,R6354,200,3,"Banaswadi, Bangalore"
U0865,R8660,800,1,"Majestic, Bangalore"
U0364,R4500,1000,2,"Bellandur, Bangalore"
U0819,R8306,700,3,"Vijay Nagar, Bangalore"
U0567,R2438,900,1,"Jayanagar, Bangalore"
U0868,R4412,700,1,"Sarjapur Road, Bangalore"
U0346,R4370,200,4,"Bellandur, Bangalore"
U0149,R1682,100,3,"Marathahalli, Bangalore"
U0199,R0664,300,2,"Marathahalli, Bangalore"
U0037,R6458,300,3,"Banaswadi, Bangalore"
U0619,R2107,100,2,"Marathahalli, Bangalore"
U0186,R4841,100,1,"New BEL Road, Bangalore"
U0946,R1257,100,4,"Marathahalli, Bangalore"
U0672,R1926,400,4,"Marathahalli, Bangalore"
U0160,R4471,400,4,"Sarjapur Road, Bangalore"
U0471,R3122,800,2,"Sarjapur Road, Bangalore"
U0223,R5487,300,1,"Yeshwantpur, Bangalore"
U0122,R2859,1000,5,"HSR, Bangalore"
U0852,R2053,800,3,"Marathahalli, Bangalore"
U0525,R6257,1000,1,"Nagawara, Bangalore"
U0621,R7928,900,5,"New BEL Road, Bangalore"
U0701,R4992,100,5,"Malleshwaram, Bangalore"
U0612,R2714,900,4,"BTM, Bangalore"
U0660,R0014,1000,4,"Indiranagar, Bangalore"
U0741,R8346,800,2,"Vijay Nagar, Bangalore"
U0791,R0843,600,1,"Brookefield, Bangalore"
U0245,R2861,300,5,"HSR, Bangalore"
U0321,R3967,600,1,"Bannerghatta Road, Bangalore"
U0225,R5344,900,1,"Rajajinagar, Bangalore"
U0703,R7394,500,2,"BTM, Bangalore"
U0770,R0655,100,3,"Marathahalli, Bangalore"
U0946,R4397,500,3,"Sarjapur Road, Bangalore"
U0136,R8403,500,1,"Banashankari, Bangalore"
U0788,R0660,1000,1,"Marathahalli, Bangalore"
U0590,R7624,700,5,"Jalahalli, Bangalore"
U0117,R5368,1000,4,"Church Street, Bangalore"
U0167,R0233,800,1,"Old Madras Road, Bangalore"
U0884,R4996,500,5,"Sadashiv Nagar, Bangalore"
U0980,R8093,1000,4,"Aloft Bengaluru Cessna Business Park, Kadubeesanahalli, Bangalore"
U0927,R0201,600,3,"Jeevan Bhima Nagar, Bangalore"
U0874,R1119,200,1,"Brookefield, Bangalore"
U0712,R6117,700,2,"Kalyan Nagar, Bangalore"
U0543,R5760,400,4,"BTM, Bangalore"
U0199,R3569,100,4,"JP Nagar, Bangalore"
U0244,R3848,100,3,"JP Nagar, Bangalore"
U0864,R2516,300,1,"Koramangala 7th Block, Bangalore"
U0126,R7912,600,5,"HBR Layout, Bangalore"
U0829,R6345,900,2,"Ulsoor, Bangalore"
U0815,R3969,500,4,"BTM, Bangalore"
U0939,R4048,800,3,"Jayanagar, Bangalore"
U0337,R3026,800,2,"Bommanahalli, Bangalore"
U0089,R7401,500,2,"Bannerghatta Road, Bangalore"
U0442,R2351,500,5,"Jayanagar, Bangalore"
U0178,R6012,900,2,"Rammurthy Nagar, Bangalore"
U0017,R0513,200,3,"Indiranagar, Bangalore"
U0175,R2939,700,5,"HSR, Bangalore"
U0135,R1768,300,3,"Brookefield, Bangalore"
U0487,R7387,700,5,"Royal Meenakshi Mall, Bannerghatta Road, Bangalore"
U0126,R7886,1000,2,"ITC Windsor, Bangalore"
U0684,R0291,900,2,"Tamarind Hospitality, Bangalore"
U0434,R2856,800,5,"HSR, Bangalore"
U0437,R2250,200,2,"Bommanahalli, Bangalore"
U0807,R8109,800,4,"Banashankari, Bangalore"
U0889,R7016,300,4,"Electronic City, Bangalore"
U0840,R4459,300,4,"Bellandur, Bangalore"
U0363,R1742,400,4,"KR Puram, Bangalore"
U0603,R1081,100,3,"Marathahalli, Bangalore"
U0429,R4974,300,2,"Yeshwantpur, Bangalore"
U0197,R7392,1000,4,"Bannerghatta Road, Bangalore"
U0887,R4683,900,5,"Shanti Nagar, Bangalore"
U0011,R5824,700,2,"Kammanahalli, Bangalore"
U0953,R4896,500,4,"Mantri Square, Malleshwaram, Bangalore"
U0835,R6273,700,5,"Banaswadi, Bangalore"
U0824,R8330,1000,2,"Jayanagar, Bangalore"
U0762,R1786,800,5,"Brookefield, Bangalore"
U0603,R6878,500,3,"Electronic City, Bangalore"
U0221,R8675,600,5,"Peenya, Bangalore"
U0193,R4031,500,4,"Hosur Road, Bangalore"
U0154,R3463,100,5,"JP Nagar, Bangalore"
U0087,R6367,200,4,"Banaswadi, Bangalore"
U0805,R5464,300,1,"Sankey Road, Bangalore"
U0924,R5568,500,5,"Rajajinagar, Bangalore"
U0797,R8275,700,3,"Vijay Nagar, Bangalore"
U0341,R1056,100,5,"Indiranagar, Bangalore"
U0042,R5095,200,5,"Rajajinagar, Bangalore"
U0414,R8727,900,2,"ITPL Main Road, Whitefield, Bangalore"
U0626,R5305,300,2,"Lavelle Road, Bangalore"
U0206,R4377,500,5,"Bellandur, Bangalore"
U0037,R6096,400,2,"HBR Layout, Bangalore"
U0773,R5182,800,3,"Basaveshwara Nagar, Bangalore"
U0841,R8687,400,3,"Whitefield, Bangalore"
U0777,R6561,600,1,"Bommanahalli, Bangalore"
U0090,R0117,700,2,"Indiranagar, Bangalore"
U0346,R4872,1000,5,"Rajajinagar, Bangalore"
U0384,R7214,200,2,"Electronic City, Bangalore"
U0881,R4442,800,4,"HSR, Bangalore"
U0120,R8788,900,3,"Kalyan Nagar, Bangalore"
U0636,R5320,900,4,"Malleshwaram, Bangalore"
U0463,R7284,1000,5,"Bannerghatta Road, Bangalore"
U0603,R2635,1000,4,"Jayanagar, Bangalore"
U0348,R7733,800,1,"Malleshwaram, Bangalore"
U0054,R0511,700,2,"Shivajinagar, Bangalore"
U0576,R1881,700,4,"Whitefield, Bangalore"
U0590,R6272,700,3,"Kammanahalli, Bangalore"
U0077,R5833,600,3,"Kalyan Nagar, Bangalore"
U0671,R2332,300,5,"Jayanagar, Bangalore"
U0675,R5213,600,1,"Malleshwaram, Bangalore"
U0473,R6792,200,2,"Electronic City, Bangalore"
U0900,R3565,200,1,"Banashankari, Bangalore"
U0965,R5913,800,5,"Kalyan Nagar, Bangalore"
U0793,R7690,200,3,"New BEL Road, Bangalore"
U0788,R0657,800,5,"Brookefield, Bangalore"
U0216,R8859,1000,1,"Frazer Town, Bangalore"
U0851,R2908,200,4,"Sarjapur Road, Bangalore"
U0861,R8116,900,1,"Banashankari, Bangalore"
U0436,R8423,1000,5,"Banashankari, Bangalore"
U0429,R4849,1000,4,"Malleshwaram, Bangalore"
U0754,R8725,600,4,"Brookefield, Bangalore"
U0259,R3020,200,4,"Bommanahalli, Bangalore"
U0481,R1833,900,2,"Whitefield, Bangalore"
U0305,R2449,400,4,"City Market, Bangalore"
U0106,R0572,100,2,"Ejipura, Bangalore"
U0559,R4554,600,2,"Bellandur, Bangalore"
U0119,R0049,800,1,"Indiranagar, Bangalore"
U0783,R2718,200,4,"BTM, Bangalore"
U0174,R1119,200,4,"Brookefield, Bangalore"
U0952,R4354,300,1,"Bommanahalli, Bangalore"
U0217,R2850,1000,2,"HSR, Bangalore"
U0309,R7729,900,4,"Sadashiv Nagar, Bangalore"
U0724,R7185,200,3,"Electronic City, Bangalore"
U0368,R3066,400,4,"Koramangala 2nd Block, Bangalore"
U0052,R2096,900,3,"Marathahalli, Bangalore"
U0941,R1910,1000,2,"Marathahalli, Bangalore"
U0160,R1719,800,5,"Whitefield, Bangalore"
U0996,R8808,900,5,"HBR Layout, Bangalore"
U0236,R7460,600,4,"Bellandur, Bangalore"
U0341,R5108,500,5,"Basaveshwara Nagar, Bangalore"
U0339,R3159,300,2,"Sarjapur Road, Bangalore"
U0066,R7056,300,1,"Electronic City, Bangalore"
U0713,R2902,200,3,"HSR, Bangalore"
U0831,R8750,200,2,"Brookefield, Bangalore"
U0769,R6371,500,5,"Frazer Town, Bangalore"
U0930,R4056,500,3,"Jayanagar, Bangalore"
U0014,R4090,900,1,"BTM, Bangalore"
U0141,R8733,1000,4,"Varthur Main Road, Whitefield, Bangalore"
U0600,R3199,500,1,"HSR, Bangalore"
U0159,R5049,900,1,"Yeshwantpur, Bangalore"
U0918,R8792,100,2,"Kalyan Nagar, Bangalore"
U0416,R1727,700,2,"ITPL Main Road, Whitefield, Bangalore"
U0098,R8563,1000,4,"Vijay Nagar, Bangalore"
U0847,R0355,800,3,"Indiranagar, Bangalore"
U0467,R0407,400,1,"Old Airport Road, Bangalore"
U0670,R4707,900,5,"Malleshwaram, Bangalore"
U0231,R0940,200,3,"Marathahalli, Bangalore"
U0964,R4450,500,4,"Sarjapur Road, Bangalore"
U0856,R6923,400,3,"Electronic City, Bangalore"
U0736,R7403,700,1,"JP Nagar, Bangalore"
U0866,R1824,900,2,"Whitefield, Bangalore"
U0988,R0348,300,2,"Jeevan Bhima Nagar, Bangalore"
U0364,R6766,200,3,"Electronic City, Bangalore"
U0956,R3185,700,5,"HSR, Bangalore"
U0109,R7855,100,2,"Yeshwantpur, Bangalore"
U0299,R7909,200,4,"New BEL Road, Bangalore"
U0010,R1535,100,3,"Whitefield, Bangalore"
U0245,R1458,800,3,"KR Puram, Bangalore"
U0829,R4029,1000,1,"Hosur Road, Bangalore"
U0153,R4563,600,3,"HSR, Bangalore"
U0077,R0593,600,3,"Koramangala 8th Block, Bangalore"
U0927,R4891,800,3,"Rajajinagar, Bangalore"
U0395,R6844,200,1,"Electronic City, Bangalore"
U0826,R8299,800,5,"Banashankari, Bangalore"
U0217,R5228,700,2,"Rajajinagar, Bangalore"
U0871,R1208,600,1,"Brookefield, Bangalore"
U0219,R7450,400,2,"Bellandur, Bangalore"
U0618,R8267,100,4,"Vijay Nagar, Bangalore"
U0669,R4161,700,3,"Koramangala 4th Block, Bangalore"
U0229,R3264,400,3,"HSR, Bangalore"
U0348,R0857,300,3,"Brookefield, Bangalore"
U0240,R2519,100,1,"Koramangala 1st Block, Bangalore"
U0125,R3310,800,1,"Koramangala 1st Block, Bangalore"
U0853,R5180,100,2,"Rajajinagar, Bangalore"
U0031,R3569,1000,2,"JP Nagar, Bangalore"
U0255,R6810,700,4,"Electronic City, Bangalore"
U0004,R5122,700,2,"Lavelle Road, Bangalore"
U0925,R2295,200,5,"HSR, Bangalore"
U0365,R2754,800,5,"BTM, Bangalore"
U0556,R1435,700,3,"Whitefield, Bangalore"
U0100,R4546,700,5,"DoubleTree Suites By Hilton, Sarjapur Road, Bangalore"
U0442,R8315,600,1,"Basavanagudi, Bangalore"
U0833,R7834,600,3,"Yeshwantpur, Bangalore"
U0349,R0626,900,1,"Bellandur, Bangalore"
U0782,R5737,400,1,"Koramangala 4th Block, Bangalore"
U0461,R2279,1000,5,"Koramangala 6th Block, Bangalore"
U0027,R1127,100,1,"Whitefield, Bangalore"
U0872,R1842,100,1,"Whitefield, Bangalore"
U0765,R6186,600,4,"Kalyan Nagar, Bangalore"
U0782,R0582,400,3,"Koramangala 6th Block, Bangalore"
U0913,R5703,100,3,"Cunningham Road, Bangalore"
U0102,R5616,200,4,"BTM, Bangalore"
U0038,R0575,400,3,"Thippasandra, Bangalore"
U0464,R2516,600,3,"Koramangala 7th Block, Bangalore"
U0155,R1110,400,4,"Sarjapur Road, Bangalore"
U0306,R4492,1000,4,"HSR, Bangalore"
U0626,R2596,200,4,"HSR, Bangalore"
U0672,R8181,300,4,"Banashankari, Bangalore"
U0348,R0079,800,2,"Indiranagar, Bangalore"
U0525,R5749,700,1,"Koramangala 4th Block, Bangalore"
U0439,R0619,900,3,"Marathahalli, Bangalore"
U0917,R0805,200,1,"Marathahalli, Bangalore"
U0764,R1797,500,4,"Brookefield, Bangalore"
U0239,R2171,900,3,"Whitefield, Bangalore"
U0601,R5953,300,5,"Kalyan Nagar, Bangalore"
U0415,R6609,900,4,"Bommasandra, Bangalore"
U0107,R7024,800,3,"Electronic City, Bangalore"
U0867,R1861,200,1,"Marathahalli, Bangalore"
U0954,R8912,800,4,"Indiranagar, Bangalore"
U0212,R7062,800,3,"Electronic City, Bangalore"
U0543,R2545,500,1,"Koramangala 6th Block, Bangalore"
U0564,R4832,1000,3,"Malleshwaram, Bangalore"
U0417,R2305,1000,4,"Koramangala 6th Block, Bangalore"
U0897,R8604,500,2,"Rajajinagar, Bangalore"
U0298,R7634,800,1,"Yeshwantpur, Bangalore"
U0093,R5524,1000,1,"Hebbal, Bangalore"
U0978,R4470,500,5,"HSR, Bangalore"
U0292,R0820,700,3,"Bellandur, Bangalore"
U0597,R3292,1000,3,"Bommanahalli, Bangalore"
U0115,R1625,200,5,"Whitefield, Bangalore"
U0555,R0141,1000,2,"Garuda Mall, Magrath Road, Bangalore"
U0444,R3795,600,2,"Banashankari, Bangalore"
U0883,R8377,700,2,"Banashankari, Bangalore"
U0039,R7574,100,5,"Yeshwantpur, Bangalore"
U0586,R6752,200,4,"Electronic City, Bangalore"
U0461,R3786,400,1,"Basavanagudi, Bangalore"
U0325,R4276,400,2,"Sarjapur Road, Bangalore"
U0744,R6303,900,4,"Hennur, Bangalore"
U0836,R2503,800,3,"Koramangala 8th Block, Bangalore"
U0924,R7765,300,5,"Rajajinagar, Bangalore"
U0014,R6935,700,4,"Electronic City, Bangalore"
U0910,R6191,400,1,"Rammurthy Nagar, Bangalore"
U0692,R0128,1000,1,"Kalyan Nagar, Bangalore"
U0232,R7276,700,5,"Electronic City, Bangalore"
U0826,R6320,400,2,"Hennur, Bangalore"
U0686,R6769,600,1,"Electronic City, Bangalore"
U0403,R2603,1000,1,"HSR, Bangalore"
U0223,R2168,500,2,"Whitefield, Bangalore"
U0708,R1546,600,5,"Whitefield, Bangalore"
U0086,R1298,200,2,"Indiranagar, Bangalore"
U0654,R3183,200,1,"HSR, Bangalore"
U0275,R5436,600,1,"Basaveshwara Nagar, Bangalore"
U0569,R8036,400,4,"Old Airport Road, Bangalore"
U0644,R6974,1000,1,"Electronic City, Bangalore"
U0872,R0073,200,3,"Kammanahalli, Bangalore"
U0672,R2690,200,5,"BTM, Bangalore"
U0956,R4734,300,2,"Frazer Town, Bangalore"
U0183,R4084,900,3,"JP Nagar, Bangalore"
U0478,R3326,1000,5,"HSR, Bangalore"
U0147,R3945,400,2,"JP Nagar, Bangalore"
U0620,R4092,1000,4,"JP Nagar, Bangalore"
U0812,R7292,800,5,"Bannerghatta Road, Bangalore"
U0697,R0218,200,3,"Whitefield, Bangalore"
U0317,R6655,100,3,"Electronic City, Bangalore"
U0521,R5890,200,2,"RT Nagar, Bangalore"
U0200,R2351,600,5,"Jayanagar, Bangalore"
U0325,R3604,600,2,"Basavanagudi, Bangalore"
U0875,R8100,1000,2,"Uttarahalli, Bangalore"
U0940,R3293,600,2,"HSR, Bangalore"
U0163,R5951,600,4,"Rammurthy Nagar, Bangalore"
U0313,R0486,900,1,"Indiranagar, Bangalore"
U0097,R2695,300,4,"BTM, Bangalore"
U0654,R7801,200,2,"Jalahalli, Bangalore"
U0125,R3609,1000,4,"JP Nagar, Bangalore"
U0016,R0735,400,2,"Brookefield, Bangalore"
U0166,R5904,800,3,"HBR Layout, Bangalore"
U0175,R4857,400,5,"New BEL Road, Bangalore"
U0439,R8241,100,3,"Basavanagudi, Bangalore"
U0468,R2872,500,2,"HSR, Bangalore"
U0546,R7078,400,3,"Electronic City, Bangalore"
U0231,R0498,600,5,"Kaggadasapura, Bangalore"
U0503,R7834,800,1,"Yeshwantpur, Bangalore"
U0831,R5470,200,4,"Yeshwantpur, Bangalore"
U0999,R5048,700,5,"Sahakara Nagar, Bangalore"
U0087,R8765,800,5,"Whitefield, Bangalore"
U0832,R7754,800,4,"New BEL Road, Bangalore"
U0688,R1804,700,5,"Whitefield, Bangalore"
U0273,R0560,400,4,"Thippasandra, Bangalore"
U0491,R2142,700,4,"Whitefield, Bangalore"
U0466,R4578,300,5,"HSR, Bangalore"
U0465,R6431,800,5,"HBR Layout, Bangalore"
U0947,R5511,300,1,"Shivajinagar, Bangalore"
U0274,R2457,600,3,"BTM, Bangalore"
U0877,R4381,800,4,"Sarjapur Road, Bangalore"
U0305,R7568,1000,1,"Jalahalli, Bangalore"
U0993,R4073,600,2,"BTM, Bangalore"
U0324,R5915,1000,3,"Hebbal, Bangalore"
U0565,R4703,300,4,"Malleshwaram, Bangalore"
U0252,R4488,300,3,"BTM, Bangalore"
U0385,R8479,100,5,"BTM, Bangalore"
U0534,R6447,500,5,"Kalyan Nagar, Bangalore"
U0836,R7307,1000,5,"Royal Meenakshi Mall, Bannerghatta Road, Bangalore"
U0717,R4795,200,5,"Basavanagudi, Bangalore"
U0782,R6383,1000,4,"Jakkur, Bangalore"
U0560,R7029,200,4,"Electronic City, Bangalore"
U0601,R7816,1000,4,"Peenya, Bangalore"
U0671,R5453,200,5,"Brigade Road, Bangalore"
U0380,R2393,100,5,"Koramangala 6th Block, Bangalore"
U0385,R3356,800,4,"Gopalan Innovation Mall, Bannerghatta, Bangalore"
U0347,R4590,300,5,"Commercial Street, Bangalore"
U0737,R4225,1000,2,"Sarjapur Road, Bangalore"
U0125,R0094,100,4,"Indiranagar, Bangalore"
U0487,R0799,400,1,"Whitefield, Bangalore"
U0853,R5454,1000,2,"Rajajinagar, Bangalore"
U0975,R7371,600,2,"Bommanahalli, Bangalore"
U0067,R2145,1000,1,"Whitefield, Bangalore"
U0358,R8310,300,1,"Banashankari, Bangalore"
U0627,R6120,800,3,"RT Nagar, Bangalore"
U0909,R2389,800,1,"Koramangala 5th Block, Bangalore"
U0451,R1597,900,4,"Whitefield, Bangalore"
U0891,R8844,1000,3,"KR Puram, Bangalore"
U0755,R6388,600,3,"Kammanahalli, Bangalore"
U0043,R3401,1000,4,"Bannerghatta Road, Bangalore"
U0172,R2415,400,5,"Koramangala 7th Block, Bangalore"
U0251,R3080,800,2,"HSR, Bangalore"
U0127,R3734,200,3,"BTM, Bangalore"
U0909,R0070,500,5,"Indiranagar, Bangalore"
U0577,R7455,700,4,"Bellandur, Bangalore"
U0778,R2571,800,4,"Jayanagar, Bangalore"
U0311,R6218,200,4,"Banaswadi, Bangalore"
U0905,R5368,300,3,"Church Street, Bangalore"
U0757,R7938,800,3,"Basavanagudi, Bangalore"
U0587,R6801,400,1,"Electronic City, Bangalore"
U0312,R5958,500,3,"Kalyan Nagar, Bangalore"
U0380,R4842,200,1,"Seshadripuram, Bangalore"
U0446,R8353,800,1,"Banashankari, Bangalore"
U0747,R2470,800,1,"BTM, Bangalore"
U0811,R3805,200,5,"Basavanagudi, Bangalore"
U0566,R6754,200,2,"Bommasandra, Bangalore"
U0065,R8038,700,3,"Old Airport Road, Bangalore"
U0911,R0464,1000,2,"Indiranagar, Bangalore"
U0139,R7635,1000,2,"New BEL Road, Bangalore"
U0898,R0918,600,4,"Whitefield, Bangalore"
U0559,R4818,500,3,"Frazer Town, Bangalore"
U0165,R3194,400,3,"BTM, Bangalore"
U0907,R1149,600,4,"Indiranagar, Bangalore"
U0572,R3179,800,3,"HSR, Bangalore"
U0209,R1946,700,3,"Brookefield, Bangalore"
U0080,R1102,400,2,"Marathahalli, Bangalore"
U0489,R2644,200,4,"Koramangala 6th Block, Bangalore"
U0530,R4307,600,2,"Sarjapur Road, Bangalore"
U0833,R2550,800,4,"Koramangala 5th Block, Bangalore"
U0483,R8566,300,1,"Magadi Road, Bangalore"
U0814,R4687,100,5,"Brigade Road, Bangalore"
U0980,R6907,700,2,"Bommanahalli, Bangalore"
U0921,R6141,600,1,"KR Puram, Bangalore"
U0089,R2391,400,2,"Basavanagudi, Bangalore"
U0990,R1590,200,4,"ITPL Main Road, Whitefield, Bangalore"
U0666,R7757,500,3,"Sahakara Nagar, Bangalore"
U0704,R1380,900,1,"Marathahalli, Bangalore"
U0829,R8308,500,1,"Jayanagar, Bangalore"
U0871,R7992,500,4,"RT Nagar, Bangalore"
U0547,R2654,800,4,"BTM, Bangalore"
U0442,R0605,600,2,"Koramangala 8th Block, Bangalore"
U0742,R6620,900,2,"Electronic City, Bangalore"
U0625,R2757,300,3,"BTM, Bangalore"
U0623,R4257,500,1,"Sarjapur Road, Bangalore"
U0034,R3129,800,5,"Bannerghatta Road, Bangalore"
U0111,R3753,400,5,"BTM, Bangalore"
U0423,R0312,500,3,"Indiranagar, Bangalore"
U0941,R1062,800,1,"Bellandur, Bangalore"
U0385,R2229,600,4,"Koramangala 6th Block, Bangalore"
U0537,R2211,300,2,"Koramangala 4th Block, Bangalore"
U0825,R2379,1000,2,"Koramangala 1st Block, Bangalore"
U0495,R4949,200,3,"RT Nagar, Bangalore"
U0603,R6590,900,2,"Electronic City, Bangalore"
U0612,R0916,400,1,"Kaggadasapura, Bangalore"
U0460,R6598,100,4,"Electronic City, Bangalore"
U0740,R6972,400,1,"Electronic City, Bangalore"
U0239,R3073,800,4,"HSR, Bangalore"
U0054,R0536,400,3,"Indiranagar, Bangalore"
U0700,R1602,1000,3,"ITPL Main Road, Whitefield, Bangalore"
U0288,R8784,500,5,"Rammurthy Nagar, Bangalore"
U0081,R0806,1000,3,"Marathahalli, Bangalore"
U0431,R1594,700,1,"Forum Shantiniketan Mall, Whitefield, Bangalore"
U0746,R8844,500,5,"KR Puram, Bangalore"
U0805,R1697,900,1,"KR Puram, Bangalore"
U0456,R7356,500,3,"BTM, Bangalore"
U0382,R1950,200,1,"Marathahalli, Bangalore"
U0525,R0379,100,3,"Kammanahalli, Bangalore"
U0728,R6114,400,5,"HBR Layout, Bangalore"
U0263,R4449,700,5,"Sarjapur Road, Bangalore"
U0480,R6973,600,2,"Electronic City, Bangalore"
U0981,R8894,600,3,"Nagawara, Bangalore"
U0431,R2492,1000,3,"Koramangala 1st Block, Bangalore"
U0415,R2486,300,3,"HSR, Bangalore"
U0017,R7500,300,4,"New BEL Road, Bangalore"
U0593,R5666,1000,1,"Indiranagar, Bangalore"
U0415,R6882,800,2,"Electronic City, Bangalore"
U0643,R1316,200,2,"HSR, Bangalore"
U0903,R7997,1000,3,"Majestic, Bangalore"
U0111,R7798,400,1,"Hebbal, Bangalore"
U0316,R5720,300,5,"Wilson Garden, Bangalore"
U0566,R4667,1000,1,"Brigade Road, Bangalore"
U0159,R5181,900,2,"Rajajinagar, Bangalore"
U0074,R3149,900,5,"Bommanahalli, Bangalore"
U0754,R2051,500,5,"Whitefield, Bangalore"
U0410,R7255,400,3,"Svenska Design Hotel, Electronic City, Bangalore"
U0429,R3914,800,1,"JP Nagar, Bangalore"
U0820,R1806,300,3,"Marathahalli, Bangalore"
U0455,R2015,100,5,"Marathahalli, Bangalore"
U0115,R0151,100,5,"Shivajinagar, Bangalore"
U0303,R4412,400,4,"Sarjapur Road, Bangalore"
U0062,R4274,600,2,"Sarjapur Road, Bangalore"
U0866,R1267,900,5,"Marathahalli, Bangalore"
U0083,R7076,500,3,"Electronic City, Bangalore"
